id	name
86034at40674	Transient receptor potential cation channel subfamily V member 1
184579at40674	Cdc42 effector protein 3
172490at40674	"HCG1985507, isoform CRA_a"
95199at40674	SRPX
81536at40674	Sodium/iodide cotransporter
100408at40674	2-oxoisovalerate dehydrogenase subunit alpha
51106at40674	"cDNA FLJ36533 fis, clone TRACH2004428, highly similar to Lactotransferrin"
187751at40674	Gem-associated protein 6
34560at40674	Nuclear pore complex protein Nup93
70813at40674	uncharacterized protein C3orf67 isoform X4
158683at40674	NADH dehydrogenase 
208871at40674	"Chromosome 12 open reading frame 31, isoform CRA_a"
92715at40674	U4/U6 small nuclear ribonucleoprotein Prp31
112599at40674	"Beta-galactoside alpha-2,6-sialyltransferase 1"
69843at40674	G protein-regulated inducer of neurite outgrowth 3
56396at40674	"Discoidin, CUB and LCCL domain-containing protein 2"
21801at40674	Lysine-specific demethylase 4B
51441at40674	ATP-binding cassette sub-family D member 3
131910at40674	Vasohibin-1
102343at40674	"cDNA FLJ38437 fis, clone FEBRA2016572, highly similar to Membralin"
175072at40674	Transmembrane and immunoglobulin domain-containing protein 2
19575at40674	Nedd4 binding protein 2
39286at40674	Ubiquitin thioesterase ZRANB1
90359at40674	Family with sequence similarity 126 member A isoform 3
45731at40674	Coiled-coil domain-containing protein 80
82664at40674	Inactive tyrosine-protein kinase PRAG1
158665at40674	COMM domain-containing protein 7
74746at40674	Fibroblast growth factor receptor substrate 3
139975at40674	CCDC6 protein
113810at40674	"cDNA FLJ56514, highly similar to Decaprenyl-diphosphate synthase subunit 2"
186268at40674	"Ngg1 interacting factor 3 like 1 binding protein 1, isoform CRA_a"
170993at40674	RING finger protein 186
186721at40674	Uncharacterized protein C19orf18
8375at40674	Histone acetyltransferase
106070at40674	Coiled-coil domain-containing protein 149
84270at40674	Coronin
59816at40674	Protein FAM83G
121040at40674	"Keratin, type I cuticular Ha2"
55129at40674	Cadherin-17
92914at40674	Protein aurora borealis
185401at40674	Tetraspanin-32
112500at40674	"cDNA FLJ55738, highly similar to Coagulation factor VII"
212590at40674	Cytochrome b-c1 complex subunit 10
212588at40674	SPRR3
202413at40674	Interleukin-17F
88563at40674	PRAMEF1 protein
3259at40674	Breast cancer type 2 susceptibility protein
176270at40674	UBX domain-containing protein 8
59101at40674	"Selectin P (Granule membrane protein 140kDa, antigen CD62), isoform CRA_b"
23599at40674	AP-3 complex subunit delta-1
60512at40674	Zinc finger MIZ domain-containing protein 2
55904at40674	Calpain-14
34629at40674	"Sterol regulatory element binding transcription factor 2, isoform CRA_a"
176246at40674	FLJ33814
105831at40674	Integral membrane protein GPR180
49664at40674	Kinesin-like protein
91279at40674	"Chromosome 3 open reading frame 39, isoform CRA_a"
90838at40674	"IQ motif containing E, isoform CRA_b"
191786at40674	Shieldin complex subunit 1
36979at40674	"cDNA FLJ58802, highly similar to Muskelin"
140600at40674	Zinc finger protein 787
152522at40674	Olfactory receptor
150074at40674	"MAP3K12 binding inhibitory protein 1, isoform CRA_b"
6241at40674	Collagen alpha-6(VI) chain
38686at40674	Coiled-coil domain-containing protein 146
65374at40674	"Splicing factor, arginine/serine-rich 19"
67959at40674	Protein FAM193B
150755at40674	Olfactory receptor 5D14
21371at40674	NOL6
159319at40674	Coiled-coil domain-containing protein 3
134498at40674	Zinc finger protein 92 homolog
199696at40674	Tctex1 domain-containing protein 4
124539at40674	"POU domain, class 3, transcription factor 4"
150988at40674	"Keratin 13, isoform CRA_a"
103113at40674	Microtubule-associated protein 10
174563at40674	Ectodysplasin-A receptor-associated adapter protein
5413at40674	PDZ domain-containing protein 2 isoform X5
193533at40674	Cornulin
195498at40674	Proteoglycan 3
181276at40674	CD82 antigen
59516at40674	Rab proteins geranylgeranyltransferase component A 2
48835at40674	"Intracellular membrane-associated calcium-independent phospholipase A2 gamma, isoform CRA_a"
172059at40674	"HCG27697, isoform CRA_c"
142199at40674	Neurogenic differentiation factor 2
65303at40674	Clathrin heavy chain linker domain-containing protein 1
177138at40674	Induced myeloid leukemia cell differentiation protein Mcl-1
137561at40674	Lymphokine-activated killer T-cell-originated protein kinase
196282at40674	"39S ribosomal protein L41, mitochondrial"
46717at40674	Polycystic kidney disease 2-like 1 variant
199385at40674	Mitochondrial import inner membrane translocase subunit Tim17-A
107299at40674	"cDNA FLJ38584 fis, clone HCHON2008989, highly similar to Salvador homolog 1 protein (45 kDa WW domain protein)"
66973at40674	TBC1 domain family member 17
99508at40674	Solute carrier family 22 member 10
177795at40674	Pre-mRNA-splicing factor SYF2
11677at40674	BZRAP1 protein
138486at40674	H2.0-like homeobox protein
152713at40674	aprataxin isoform X5
124317at40674	"GTPase, IMAP family member 2, isoform CRA_c"
118888at40674	Hypoxia-inducible factor 1-alpha inhibitor
96560at40674	RNA binding motif protein 14 isoform 1
139878at40674	"DnaJ (Hsp40) homolog, subfamily B, member 14, isoform CRA_b"
185470at40674	Meiotic nuclear division protein 1 homolog
131727at40674	Tropomodulin-3
116718at40674	NCF-1
150955at40674	"cDNA FLJ45390 fis, clone BRHIP3025844, moderately similar to Homo sapiens germ cell associated 1 (GSG1), transcript variant 2, mRNA"
99390at40674	Palmitoyltransferase
72707at40674	"cDNA FLJ75583, highly similar to Homo sapiens gamma-aminobutyric acid (GABA) A receptor, alpha 1 (GABRA1), mRNA"
151729at40674	Epididymis secretory sperm binding protein Li 129m
203657at40674	Eukaryotic translation initiation factor 4E-binding protein 1
179096at40674	"RNA-binding motif protein, X-linked 2"
159917at40674	Endonuclease III-like protein 1
29195at40674	Protein SMG5
101530at40674	Mitogen-activated protein kinase
187410at40674	Nuclease-sensitive element-binding protein 1
152966at40674	Neurotrophin-3
132485at40674	Trace amine-associated receptor 9
60538at40674	"cDNA FLJ32026 fis, clone NTONG1000214, highly similar to SARCALUMENIN"
200896at40674	Cell surface glycoprotein CD200 receptor 2
122324at40674	Vasopressin V1a receptor
104741at40674	TGFB3 protein
128643at40674	MGC3121
22808at40674	Zinc finger protein 62 homolog
170604at40674	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"
197746at40674	Cryptic family protein 1B
116114at40674	BEN domain-containing protein 7
156650at40674	"Tumor necrosis factor ligand superfamily member 11, soluble form"
21612at40674	AHI1
72091at40674	"CDKN1A interacting zinc finger protein 1, isoform CRA_b"
153164at40674	PSGD protein
116890at40674	"cDNA FLJ35812 fis, clone TESTI2006051, highly similar to Acyl-coenzyme A thioesterase 1"
38989at40674	Protein FAM160B1
104258at40674	DDB1- and CUL4-associated factor 4-like protein 1
10645at40674	Nance-Horan syndrome protein isoform X1
31025at40674	"Glycogen phosphorylase, muscle form"
170161at40674	"HCG2026222, isoform CRA_c"
125644at40674	Testicular tissue protein Li 168
64572at40674	"Solute carrier family 44, member 1, isoform CRA_a"
106980at40674	Leucine-rich repeat-containing protein 24
108582at40674	Zinc finger SWIM domain-containing protein 1
15319at40674	BTB/POZ domain-containing protein 8
154467at40674	Proteasome subunit beta type
126787at40674	"Interleukin 5 receptor, alpha, isoform CRA_a"
186966at40674	Occludin/ELL domain-containing protein 1
137872at40674	RNA binding motif protein 23 isoform 2
104820at40674	Nucleolar protein 56
93752at40674	"cDNA FLJ51412, highly similar to GDNF family receptor alpha-1"
167442at40674	"Superoxide dismutase 2, mitochondrial, isoform CRA_a"
146635at40674	Calcium homeostasis modulator protein 5
8009at40674	P-Rex1
172533at40674	Cathepsin G
155909at40674	Probable 18S rRNA (guanine-N(7))-methyltransferase
93885at40674	Cysteine protease ATG4C
113192at40674	"cDNA FLJ54030, highly similar to Polymerase delta-interacting protein 3"
144131at40674	Carbonyl reductase 
80005at40674	CAB2
45260at40674	CCAR1
6503at40674	basic helix-loop-helix domain-containing protein USF3 isoform X1
195508at40674	T-cell leukemia homeobox protein 1
149002at40674	SPRY domain-containing SOCS box protein 2
189376at40674	Transmembrane protein 52B
100066at40674	Potassium voltage-gated channel subfamily V member 2
102450at40674	Tyrosine-protein phosphatase non-receptor type
101282at40674	cDNA FLJ75055
62474at40674	"HCG1642748, isoform CRA_b"
40947at40674	"cDNA FLJ14879 fis, clone PLACE1003353, highly similar to Breast cancer anti-estrogen resistance protein 3"
27118at40674	OGA
112035at40674	"Potassium inwardly-rectifying channel, subfamily J, member 8, isoform CRA_a"
172409at40674	B9 domain-containing protein 2
42143at40674	PKC-B
99236at40674	Phosphatidylinositol 4-phosphate 5-kinase-like protein 1
191531at40674	"RAB2, member RAS oncogene family, isoform CRA_a"
80134at40674	Calcyphosin-2
111593at40674	Transcription factor SOX-8
140346at40674	"cDNA FLJ31500 fis, clone NT2NE2005517, highly similar to Torsin A"
65715at40674	Testicular secretory protein Li 13
158354at40674	Tetraspanin-14
120559at40674	T-cell surface protein tactile
208445at40674	"Cysteine/tyrosine-rich 1, isoform CRA_a"
158866at40674	MYZAP
119972at40674	"RAD9 homolog B (S. cerevisiae), isoform CRA_b"
97124at40674	"Steroid 17-alpha-hydroxylase/17,20 lyase"
74396at40674	Rho GTPase-activating protein 25
191457at40674	FKSG24
149089at40674	Coiled-coil domain-containing protein 42
86252at40674	Polycystic kidney disease 2-like 2 protein
171656at40674	Syntaxin-2
186134at40674	"Ribosomal protein S5, isoform CRA_a"
171169at40674	Mucosal addressin cell adhesion molecule 1
41534at40674	"cDNA FLJ55745, highly similar to RUN and SH3 domain-containing protein 1"
157084at40674	Homeobox protein OTX2
22575at40674	"cDNA FLJ78129, highly similar to Homo sapiens reversion-inducing-cysteine-rich protein with kazal motifs (RECK), mRNA"
202148at40674	Epididymis secretory sperm binding protein Li 84p
178172at40674	"cDNA FLJ32419 fis, clone SKMUS2000894, highly similar to Ribosyldihydronicotinamide dehydrogenase"
141009at40674	Breast cancer metastasis-suppressor 1-like protein
126592at40674	Probable UDP-sugar transporter protein SLC35A5
100553at40674	"Putative protein MSS51 homolog, mitochondrial"
194942at40674	Retinol-binding protein 2
101134at40674	Epididymis tissue protein Li 173
25043at40674	Apoptosis-stimulating of p53 protein 2
196791at40674	TPM4
157051at40674	Secretagogin
17977at40674	"cDNA FLJ13303 fis, clone OVARC1001372, highly similar to Liprin-alpha-4"
69561at40674	N-acetylglucosamine-6-sulfatase
39544at40674	"Periostin, osteoblast specific factor, isoform CRA_c"
132540at40674	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2
124633at40674	Urea transporter
8969at40674	AT-rich interactive domain-containing protein 2 isoform X2
57907at40674	Polyadenylate-binding protein 4
162159at40674	LHFPL tetraspan subfamily member 4 protein
65416at40674	EGF domain-specific O-linked N-acetylglucosamine transferase
23803at40674	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
210861at40674	Uroguanylin
135938at40674	Methenyltetrahydrofolate cyclohydrolase
92413at40674	"MADS box transcription enhancer factor 2, polypeptide C (Myocyte enhancer factor 2C), isoform CRA_a"
39299at40674	gephyrin isoform X17
111473at40674	Hematopoietic lineage cell-specific protein
163124at40674	Kv channel-interacting protein 1 isoform 4
105128at40674	"Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1, isoform CRA_a"
157333at40674	All-trans retinoic acid-induced differentiation factor
78201at40674	Jerky protein homolog
43081at40674	AP complex subunit beta
157322at40674	Protein sprouty homolog 2
135140at40674	Protein FAM69C
106148at40674	cell adhesion molecule 2 isoform 3 precursor
191601at40674	Uncharacterized protein C10orf62
210836at40674	Protein S100
142761at40674	Olfactory receptor
147492at40674	Elongation of very long chain fatty acids protein 1
72114at40674	DNA polymerase epsilon subunit 2
123754at40674	Zona pellucida-binding protein 2
167031at40674	Coiled-coil domain-containing protein 50
92744at40674	"Prickle-like 2 (Drosophila), isoform CRA_a"
97893at40674	P2X5
8194at40674	Lysine-specific demethylase 5A
63974at40674	C6orf174 protein
21260at40674	BTB/POZ domain-containing protein 7
140882at40674	"ELK4, ETS-domain protein (SRF accessory protein 1), isoform CRA_a"
62754at40674	"Tumor protein p73, isoform CRA_a"
113338at40674	Uncharacterized protein DKFZp686H1812
35177at40674	Testicular tissue protein Li 93
176485at40674	"HCG2043376, isoform CRA_b"
202560at40674	Tax1-binding protein 3
24304at40674	Lysyl oxidase homolog 3
189807at40674	CKLF-like MARVEL transmembrane domain-containing protein 2
165971at40674	Small kinetochore-associated protein
205703at40674	Proline-rich protein 23B
48100at40674	Disintegrin and metalloproteinase domain-containing protein 8
187885at40674	Protein chibby homolog 3
121287at40674	"Growth arrest-specific 2 like 1, isoform CRA_a"
76490at40674	"TRAF-type zinc finger domain containing 1, isoform CRA_a"
16613at40674	"cDNA FLJ42080 fis, clone SYNOV4000249, highly similar to Nephrocystin-4"
21556at40674	"cDNA FLJ50323, highly similar to Macrophage-stimulating protein receptor"
104522at40674	Protein AAR2 homolog
28813at40674	Kinesin heavy chain isoform 5A
35909at40674	Exocyst complex component
197026at40674	Mitochondrial ribosomal protein S28 isoform 1
1681at40674	DMXL1 protein
191220at40674	"Chromosome 6 open reading frame 130, isoform CRA_b"
55898at40674	Protein S isoform 1
199605at40674	Galectin-16
92091at40674	Neuronal acetylcholine receptor subunit beta-3
104068at40674	Serine incorporator 1
22993at40674	"Zinc finger CCCH-type containing 7B, isoform CRA_b"
22481at40674	MTUS1
94355at40674	"Sialic acid binding Ig-like lectin 6, isoform CRA_a"
91691at40674	Scavenger receptor class A member 3
97479at40674	"HCG23341, isoform CRA_d"
75501at40674	Double-stranded RNA-binding protein Staufen homolog 2
66230at40674	Hepatocyte growth factor-regulated tyrosine kinase substrate isoform 1
195468at40674	transmembrane protein 196 isoform X1
141013at40674	Olfactory receptor
166097at40674	elongator complex protein 6 isoform X1
174852at40674	Sesquipedalian-2
59640at40674	Cytoskeleton-associated protein 2-like
168447at40674	"THAP domain containing 6, isoform CRA_b"
127404at40674	DnaJ homolog subfamily B member 11
48259at40674	Digestive organ expansion factor homolog
21256at40674	Sal-like protein 1
96175at40674	Segment polarity protein dishevelled homolog DVL-1
90322at40674	"cDNA FLJ58886, highly similar to Regulator of G-protein signaling 11"
187583at40674	Coiled-coil domain-containing protein 32
203832at40674	M-phase phosphoprotein 6
96741at40674	Mitochondrial tRNA-specific 2-thiouridylase 1
121858at40674	Serine/threonine-protein phosphatase
106916at40674	Uncharacterized protein C7orf26
145534at40674	"Transmembrane protein 19, isoform CRA_a"
78489at40674	"cDNA FLJ56604, highly similar to Angiopoietin-1"
162951at40674	Ankyrin repeat domain-containing protein SOWAHC
179649at40674	Elongation of very long chain fatty acids protein 6
69781at40674	"Phospholipase D family, member 5, isoform CRA_a"
166937at40674	Protein C3orf33
101656at40674	"UDP-glucose ceramide glucosyltransferase, isoform CRA_a"
28776at40674	Zinc finger protein 268
131762at40674	F-box only protein 5
197517at40674	C6orf47
98233at40674	Uncharacterized protein C11orf95
198389at40674	T-cell surface glycoprotein CD3 epsilon chain
70026at40674	glypican-6 isoform X2
50267at40674	Leucine-rich repeat and fibronectin type-III domain-containing protein 2
133093at40674	Epoxide hydrolase 4
166900at40674	uncharacterized protein C4orf22 isoform 1
66016at40674	Testis secretory sperm-binding protein Li 214e
178683at40674	Protein EVI2A
21511at40674	Lysine-specific demethylase 4A
91891at40674	Serine/threonine-protein phosphatase
5180at40674	Endoribonuclease Dicer
154414at40674	Proteasomal ubiquitin receptor ADRM1
129894at40674	"SH3-domain GRB2-like endophilin B2, isoform CRA_a"
123330at40674	Protein FAM102B
74265at40674	Peptide deformylase
147137at40674	OR5AK2
158456at40674	"Cytochrome c1, heme protein, mitochondrial"
65448at40674	mitoguardin 1 isoform X2
173316at40674	G-protein coupled bile acid receptor 1
1510at40674	Protocadherin-23
40606at40674	SLIT and NTRK-like protein 6
119137at40674	"Mitochondrial ribosomal protein S27, isoform CRA_a"
174337at40674	"cDNA FLJ53020, highly similar to Homo sapiens timeless-interacting protein, mRNA"
100942at40674	Mothers against decapentaplegic homolog
144613at40674	Dead end protein homolog 1
188098at40674	Tail-anchored protein insertion receptor WRB
204086at40674	Interleukin-25
5739at40674	Agrin C-terminal 22 kDa fragment
104448at40674	PDK2 isoform 2
34980at40674	Echinoderm microtubule-associated protein-like 2
117386at40674	G protein-coupled receptor 52
92873at40674	Acid-sensing ion channel 5
93190at40674	Testis tissue sperm-binding protein Li 80P
105248at40674	Growth arrest-specific protein 7
31521at40674	Teashirt homolog 2
24960at40674	Protein CLEC16A
16853at40674	Pyruvate carboxylase
182158at40674	Crystallin gamma A
212724at40674	"cDNA, FLJ92507"
95176at40674	RUN domain-containing protein 3A
110438at40674	"Ribonuclease P 40kDa subunit, isoform CRA_c"
190465at40674	Relaxin A chain
208508at40674	NADH dehydrogenase 
171864at40674	Neural proliferation differentiation and control protein 1
60288at40674	Cep85
191148at40674	C-type lectin domain family 2 member D
107382at40674	DNA replication factor Cdt1
118178at40674	Intelectin-1
108757at40674	MIT domain-containing protein 1
145637at40674	"Transmembrane protein 45A, isoform CRA_a"
73421at40674	WD repeat-containing protein 34
133140at40674	WW domain-containing transcription regulator protein 1
13997at40674	PLEKHG1
147005at40674	Delta-type opioid receptor
47660at40674	Protein arginine N-methyltransferase 5
31109at40674	Rap guanine nucleotide exchange factor 3
111203at40674	Mitogen-activated protein kinase
180081at40674	"Dynein light chain 1, axonemal"
189184at40674	Macrosialin
113471at40674	NCK adaptor protein 1 isoform 1
128153at40674	"Synaptotagmin V, isoform CRA_a"
119443at40674	Actin-related protein T3
84830at40674	"cDNA FLJ60942, highly similar to Phosphatidylinositol 3-kinase regulatory subunit gamma"
173451at40674	Immune associated nucleotide 2
172189at40674	Protein phosphatase 1 regulatory subunit 3E
139581at40674	Melanocortin receptor 4
106414at40674	XK-related protein
12057at40674	"SCC-112 protein, isoform CRA_b"
12249at40674	"KIAA0195, isoform CRA_a"
204890at40674	Nanos homolog 2
37640at40674	Kinesin-like protein KIF18A
22553at40674	"Glycine dehydrogenase (decarboxylating), mitochondrial"
26599at40674	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2
117147at40674	Glucocorticoid-induced transcript 1 protein
47351at40674	"cDNA FLJ55537, highly similar to Anaphase-promoting complex subunit 5 (APC5)(Cyclosome subunit 5)"
66618at40674	E3 ubiquitin ligase RNF157
119258at40674	Arrestin-C
164943at40674	"Nucleosome assembly protein 1-like 1, isoform CRA_a"
110097at40674	PDZ domain-containing protein 2 variant 1
210731at40674	Transmembrane protein 91
137835at40674	C20orf96 protein
62912at40674	"Ornithine aminotransferase-like 1, isoform CRA_a"
134951at40674	BPIFB1
182632at40674	Endoplasmic reticulum resident protein 29
71781at40674	"cDNA FLJ40215 fis, clone TESTI2021315"
114822at40674	"cDNA FLJ45807 fis, clone NT2RI3009480, highly similar to Transcription factor Sp6"
96835at40674	SHTN1
80808at40674	Transmembrane prolyl 4-hydroxylase
29065at40674	cDNA FLJ77564
183422at40674	"Peptidyl-tRNA hydrolase ICT1, mitochondrial"
167273at40674	"Dolichyl pyrophosphate phosphatase 1, isoform CRA_b"
46969at40674	N-terminal kinase-like protein
173355at40674	Ras-related protein Rab-6D
77350at40674	Transcription factor SOX-13
182437at40674	PEAMT
182759at40674	RNA polymerase II subunit A C-terminal domain phosphatase SSU72
151980at40674	Protein FAM228B
163916at40674	Spindlin-4
146779at40674	Chromobox protein homolog 2
129227at40674	Cathepsin S
39845at40674	Alpha-protein kinase 3
24429at40674	protein FAM83H isoform X1
73119at40674	Inosine-5'-monophosphate dehydrogenase 2
165755at40674	Oxidative stress-responsive serine-rich protein 1
210602at40674	Vacuolar ATPase assembly integral membrane protein VMA21
93902at40674	"Sorting nexin 17, isoform CRA_a"
140383at40674	Translocating chain-associated membrane protein 1-like 1
151540at40674	Ubiquitin carboxyl-terminal hydrolase
126968at40674	UDP-GlcNAc
144331at40674	Solute carrier family 25 member 34
192760at40674	Protein FAM19A1
82248at40674	DNA nucleotidylexotransferase
132279at40674	"cDNA, FLJ94708"
196931at40674	Charged multivesicular body protein 6
78283at40674	Testicular tissue protein Li 192
109881at40674	BSDC1
202190at40674	Mediator of RNA polymerase II transcription subunit 11
75295at40674	"Splicing factor 4, isoform CRA_a"
92253at40674	"Arginine decarboxylase, isoform CRA_l"
179511at40674	Nucleoside diphosphate kinase
92122at40674	UBX domain-containing protein 7
68720at40674	POM121
94928at40674	Voltage-dependent L-type calcium channel subunit beta-4
93026at40674	"cDNA FLJ31917 fis, clone NT2RP7004925, highly similar to Sprouty-related, EVH1 domain-containing protein 2"
146255at40674	"Deltex 3 homolog (Drosophila), isoform CRA_b"
57888at40674	V-type proton ATPase subunit a
94911at40674	"cDNA FLJ77843, highly similar to Homo sapiens TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa (TAF1A), transcript variant 1, mRNA"
19675at40674	Zinc finger protein ZFPM2
21108at40674	Centrosomal protein of 170 kDa protein B
143643at40674	"Keratin, type II cytoskeletal 78"
177221at40674	BAG family molecular chaperone regulator 2
136699at40674	Olfactory receptor
97931at40674	YTH domain-containing family protein 1
209106at40674	QRF-amide
51966at40674	"cDNA FLJ58505, highly similar to Cyclin-T2"
74589at40674	Ribosomal oxygenase 1
206713at40674	"HIG1 domain family, member 1A, isoform CRA_a"
103628at40674	Sterile alpha motif domain-containing protein 7
85713at40674	UDP-glucuronosyltransferase 2B28
92649at40674	HEPACAM family member 2
33604at40674	Kinesin heavy chain isoform 5C
166645at40674	Ras-related protein Rab-26
83209at40674	"Inositol 1,4,5-trisphosphate receptor-interacting protein"
23112at40674	"Inositol polyphosphate-4-phosphatase, type I, 107kDa, isoform CRA_c"
201858at40674	Polyadenylate-binding protein-interacting protein 2B
79221at40674	Serine/threonine-protein kinase RIO3
5171at40674	Centrosomal protein of 192 kDa
166679at40674	Olfactory receptor
193161at40674	Protein cornichon homolog 3
173799at40674	Uncharacterized protein C17orf53
158196at40674	Lysosome-associated membrane glycoprotein 5
212160at40674	Stress-associated endoplasmic reticulum protein 1
66520at40674	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 41, isoform CRA_a"
147577at40674	Voltage-dependent calcium channel gamma-3 subunit
131490at40674	Pituitary-specific positive transcription factor 1
86254at40674	Squalene monooxygenase
29691at40674	"Capping protein, Arp2/3 and myosin-I linker protein 2"
10933at40674	Protein jagged-1
29706at40674	"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
158988at40674	"Nei like 2 (E. coli), isoform CRA_a"
120038at40674	Uncharacterized protein C14orf28
54213at40674	"Cleavage and polyadenylation specific factor 3-like, isoform CRA_c"
86794at40674	SHC-transforming protein 3
4820at40674	Obscurin-like protein 1
144573at40674	"cDNA FLJ36470 fis, clone THYMU2015918, highly similar to Nucleotide-binding protein-like"
107854at40674	"SFRS protein kinase 2, isoform CRA_b"
79161at40674	Anoctamin-9
153694at40674	Mitochondrial import receptor subunit TOM34
192607at40674	"HCG1731871, isoform CRA_b"
