id	name
51106at40674	"cDNA FLJ36533 fis, clone TRACH2004428, highly similar to Lactotransferrin (HEL110;LTF)"
187751at40674	Gem-associated protein 6 (GEMIN6)
34560at40674	Nuclear pore complex protein Nup93 (NUP93)
70813at40674	uncharacterized protein C3orf67 isoform X4 (C3orf67)
158683at40674	NADH dehydrogenase  (NDUFV2)
208871at40674	"Chromosome 12 open reading frame 31, isoform CRA_a (C12orf31;LLPH)"
92715at40674	U4/U6 small nuclear ribonucleoprotein Prp31 (PRPF31)
112599at40674	"Beta-galactoside alpha-2,6-sialyltransferase 1 (ST6GAL1)"
69843at40674	G protein-regulated inducer of neurite outgrowth 3 (GPRIN3)
56396at40674	"Discoidin, CUB and LCCL domain-containing protein 2 (DCBLD2)"
21801at40674	Lysine-specific demethylase 4B (KDM4B)
51441at40674	ATP-binding cassette sub-family D member 3 (ABCD3)
131910at40674	Vasohibin-1 (VASH1)
102343at40674	"cDNA FLJ38437 fis, clone FEBRA2016572, highly similar to Membralin (TMEM259)"
175072at40674	Transmembrane and immunoglobulin domain-containing protein 2 (TMIGD2)
19575at40674	Nedd4 binding protein 2 (N4BP2)
39286at40674	Ubiquitin thioesterase ZRANB1 (ZRANB1)
90359at40674	Family with sequence similarity 126 member A isoform 3 (FAM126A)
45731at40674	Coiled-coil domain-containing protein 80 (CCDC80)
82664at40674	Inactive tyrosine-protein kinase PRAG1 (PRAG1)
158665at40674	COMM domain-containing protein 7 (COMMD7)
74746at40674	Fibroblast growth factor receptor substrate 3 (FRS3)
139975at40674	CCDC6 protein (CCDC6)
113810at40674	"cDNA FLJ56514, highly similar to Decaprenyl-diphosphate synthase subunit 2 (PDSS2)"
186268at40674	"Ngg1 interacting factor 3 like 1 binding protein 1, isoform CRA_a (NIF3L1BP1;THOC7)"
170993at40674	RING finger protein 186 (RNF186)
186721at40674	Uncharacterized protein C19orf18 (C19orf18)
8375at40674	Histone acetyltransferase (KAT6B;MYST4)
106070at40674	Coiled-coil domain-containing protein 149 (CCDC149)
84270at40674	Coronin (CORO2A)
59816at40674	Protein FAM83G (FAM83G)
121040at40674	"Keratin, type I cuticular Ha2 (KRT32)"
55129at40674	Cadherin-17 (CDH17)
92914at40674	Protein aurora borealis (BORA)
185401at40674	Tetraspanin-32 (TSPAN32)
112500at40674	"cDNA FLJ55738, highly similar to Coagulation factor VII (F7)"
212590at40674	Cytochrome b-c1 complex subunit 10 (UQCR11)
212588at40674	SPRR3 (SPRR3)
202413at40674	Interleukin-17F (IL17F)
88563at40674	PRAMEF1 protein (PRAMEF1)
3259at40674	Breast cancer type 2 susceptibility protein (BRCA2)
176270at40674	UBX domain-containing protein 8 (UBXN8)
59101at40674	"Selectin P (Granule membrane protein 140kDa, antigen CD62), isoform CRA_b (SELP)"
23599at40674	AP-3 complex subunit delta-1 (AP3D1)
60512at40674	Zinc finger MIZ domain-containing protein 2 (ZMIZ2)
55904at40674	Calpain-14 (CAPN14)
34629at40674	"Sterol regulatory element binding transcription factor 2, isoform CRA_a (SREBF2)"
176246at40674	FLJ33814 (CCDC117;FLJ33814)
105831at40674	Integral membrane protein GPR180 (GPR180)
49664at40674	Kinesin-like protein (KIF2A)
91279at40674	"Chromosome 3 open reading frame 39, isoform CRA_a (C3orf39;POMGNT2)"
90838at40674	"IQ motif containing E, isoform CRA_b (IQCE)"
191786at40674	Shieldin complex subunit 1 (C20orf196)
36979at40674	"cDNA FLJ58802, highly similar to Muskelin (MKLN1)"
140600at40674	Zinc finger protein 787 (ZNF787)
152522at40674	Olfactory receptor (OR7A10)
150074at40674	"MAP3K12 binding inhibitory protein 1, isoform CRA_b (MBIP)"
6241at40674	Collagen alpha-6(VI) chain (COL6A6)
38686at40674	Coiled-coil domain-containing protein 146 (CCDC146)
65374at40674	"Splicing factor, arginine/serine-rich 19 (SCAF1)"
67959at40674	Protein FAM193B (FAM193B)
150755at40674	Olfactory receptor 5D14 (OR5D14)
21371at40674	NOL6 (NOL6)
159319at40674	Coiled-coil domain-containing protein 3 (CCDC3)
134498at40674	Zinc finger protein 92 homolog (ZFP92)
199696at40674	Tctex1 domain-containing protein 4 (TCTEX1D4)
124539at40674	"POU domain, class 3, transcription factor 4 (POU3F4)"
150988at40674	"Keratin 13, isoform CRA_a (KRT13)"
103113at40674	Microtubule-associated protein 10 (MAP10)
174563at40674	Ectodysplasin-A receptor-associated adapter protein (EDARADD)
5413at40674	PDZ domain-containing protein 2 isoform X5 (PDZD2)
193533at40674	Cornulin (CRNN)
195498at40674	Proteoglycan 3 (PRG3)
181276at40674	CD82 antigen (CD82)
59516at40674	Rab proteins geranylgeranyltransferase component A 2 (CHML)
48835at40674	"Intracellular membrane-associated calcium-independent phospholipase A2 gamma, isoform CRA_a (IPLA2(GAMMA);PNPLA8)"
172059at40674	"HCG27697, isoform CRA_c (BCL2L14)"
142199at40674	Neurogenic differentiation factor 2 (NEUROD2)
65303at40674	Clathrin heavy chain linker domain-containing protein 1 (CLHC1)
177138at40674	Induced myeloid leukemia cell differentiation protein Mcl-1 (MCL1)
137561at40674	Lymphokine-activated killer T-cell-originated protein kinase (HEL164;PBK)
196282at40674	"39S ribosomal protein L41, mitochondrial (MRPL41)"
46717at40674	Polycystic kidney disease 2-like 1 variant (PKD2L1)
199385at40674	Mitochondrial import inner membrane translocase subunit Tim17-A (TIMM17A)
107299at40674	"cDNA FLJ38584 fis, clone HCHON2008989, highly similar to Salvador homolog 1 protein (45 kDa WW domain protein) (SAV1)"
66973at40674	TBC1 domain family member 17 (TBC1D17)
99508at40674	Solute carrier family 22 member 10 (SLC22A10)
177795at40674	Pre-mRNA-splicing factor SYF2 (SYF2)
11677at40674	BZRAP1 protein (BZRAP1;TSPOAP1)
138486at40674	H2.0-like homeobox protein (HLX)
152713at40674	aprataxin isoform X5 (APTX)
124317at40674	"GTPase, IMAP family member 2, isoform CRA_c (GIMAP2;HIMAP2)"
118888at40674	Hypoxia-inducible factor 1-alpha inhibitor (HIF1AN)
96560at40674	RNA binding motif protein 14 isoform 1 (RBM14)
139878at40674	"DnaJ (Hsp40) homolog, subfamily B, member 14, isoform CRA_b (DNAJB14)"
185470at40674	Meiotic nuclear division protein 1 homolog (MND1)
131727at40674	Tropomodulin-3 (TMOD3)
116718at40674	NCF-1 (NCF1)
150955at40674	"cDNA FLJ45390 fis, clone BRHIP3025844, moderately similar to Homo sapiens germ cell associated 1 (GSG1), transcript variant 2, mRNA (GSG1L)"
99390at40674	Palmitoyltransferase (ZDHHC6)
72707at40674	"cDNA FLJ75583, highly similar to Homo sapiens gamma-aminobutyric acid (GABA) A receptor, alpha 1 (GABRA1), mRNA (GABRA1)"
151729at40674	Epididymis secretory sperm binding protein Li 129m (HEL-S-129m;PSME1)
203657at40674	Eukaryotic translation initiation factor 4E-binding protein 1 (EIF4EBP1)
179096at40674	"RNA-binding motif protein, X-linked 2 (RBMX2)"
159917at40674	Endonuclease III-like protein 1 (NTHL1)
29195at40674	Protein SMG5 (SMG5)
101530at40674	Mitogen-activated protein kinase (MAPK9)
187410at40674	Nuclease-sensitive element-binding protein 1 (YBX1)
152966at40674	Neurotrophin-3 (NTF3)
132485at40674	Trace amine-associated receptor 9 (TAAR9)
60538at40674	"cDNA FLJ32026 fis, clone NTONG1000214, highly similar to SARCALUMENIN (SRL)"
200896at40674	Cell surface glycoprotein CD200 receptor 2 (CD200R1L)
122324at40674	Vasopressin V1a receptor (AVPR1A)
104741at40674	TGFB3 protein (TGFB3)
128643at40674	MGC3121 (MGC3121;PRR14)
22808at40674	Zinc finger protein 62 homolog (ZFP62)
170604at40674	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (NFU1)"
197746at40674	Cryptic family protein 1B (CFC1B)
116114at40674	BEN domain-containing protein 7 (BEND7)
156650at40674	"Tumor necrosis factor ligand superfamily member 11, soluble form (hRANKL 3;TNFSF11)"
21612at40674	AHI1 (AHI1;AHI-1)
72091at40674	"CDKN1A interacting zinc finger protein 1, isoform CRA_b (CIZ1)"
153164at40674	PSGD protein (HOXB13)
116890at40674	"cDNA FLJ35812 fis, clone TESTI2006051, highly similar to Acyl-coenzyme A thioesterase 1 (ACOT2)"
38989at40674	Protein FAM160B1 (FAM160B1)
104258at40674	DDB1- and CUL4-associated factor 4-like protein 1 (DCAF4L1)
10645at40674	Nance-Horan syndrome protein isoform X1 (NHS)
31025at40674	"Glycogen phosphorylase, muscle form (PYGM)"
170161at40674	"HCG2026222, isoform CRA_c (CTRL)"
125644at40674	Testicular tissue protein Li 168 (12-Sep)
64572at40674	"Solute carrier family 44, member 1, isoform CRA_a (SLC44A1)"
106980at40674	Leucine-rich repeat-containing protein 24 (LRRC24)
108582at40674	Zinc finger SWIM domain-containing protein 1 (ZSWIM1)
15319at40674	BTB/POZ domain-containing protein 8 (KIAA1107)
154467at40674	Proteasome subunit beta type (PSMB7)
126787at40674	"Interleukin 5 receptor, alpha, isoform CRA_a (IL5RA)"
186966at40674	Occludin/ELL domain-containing protein 1 (OCEL1)
137872at40674	RNA binding motif protein 23 isoform 2 (RBM23)
104820at40674	Nucleolar protein 56 (NOP56)
93752at40674	"cDNA FLJ51412, highly similar to GDNF family receptor alpha-1 (GFRA1)"
167442at40674	"Superoxide dismutase 2, mitochondrial, isoform CRA_a (DKFZp564M2422;SOD2)"
146635at40674	Calcium homeostasis modulator protein 5 (CALHM5)
8009at40674	P-Rex1 (PREX1)
172533at40674	Cathepsin G (CTSG)
155909at40674	Probable 18S rRNA (guanine-N(7))-methyltransferase (BUD23)
93885at40674	Cysteine protease ATG4C (ATG4C)
113192at40674	"cDNA FLJ54030, highly similar to Polymerase delta-interacting protein 3 (DKFZp434G0310;POLDIP3)"
144131at40674	Carbonyl reductase  (CBR3;HEL-S-25)
80005at40674	CAB2 (CACNB2)
45260at40674	CCAR1 (CCAR1)
6503at40674	basic helix-loop-helix domain-containing protein USF3 isoform X1 (USF3)
195508at40674	T-cell leukemia homeobox protein 1 (TLX1)
149002at40674	SPRY domain-containing SOCS box protein 2 (SPSB2)
189376at40674	Transmembrane protein 52B (TMEM52B)
100066at40674	Potassium voltage-gated channel subfamily V member 2 (KCNV2)
102450at40674	Tyrosine-protein phosphatase non-receptor type (PTPN1)
101282at40674	cDNA FLJ75055 (TLDC1)
62474at40674	"HCG1642748, isoform CRA_b (PEG10)"
40947at40674	"cDNA FLJ14879 fis, clone PLACE1003353, highly similar to Breast cancer anti-estrogen resistance protein 3 (BCAR3)"
27118at40674	OGA (MGEA5)
112035at40674	"Potassium inwardly-rectifying channel, subfamily J, member 8, isoform CRA_a (KCNJ8)"
172409at40674	B9 domain-containing protein 2 (B9D2)
42143at40674	PKC-B (PRKCB)
99236at40674	Phosphatidylinositol 4-phosphate 5-kinase-like protein 1 (PIP5KL1)
191531at40674	"RAB2, member RAS oncogene family, isoform CRA_a (RAB2;RAB2A)"
80134at40674	Calcyphosin-2 (CAPS2)
111593at40674	Transcription factor SOX-8 (SOX8)
140346at40674	"cDNA FLJ31500 fis, clone NT2NE2005517, highly similar to Torsin A (TOR1A)"
65715at40674	Testicular secretory protein Li 13 (CPT2)
158354at40674	Tetraspanin-14 (TSPAN14)
120559at40674	T-cell surface protein tactile (CD96)
208445at40674	"Cysteine/tyrosine-rich 1, isoform CRA_a (CYYR1)"
158866at40674	MYZAP (MYZAP;POLR2M)
119972at40674	"RAD9 homolog B (S. cerevisiae), isoform CRA_b (RAD9B)"
97124at40674	"Steroid 17-alpha-hydroxylase/17,20 lyase (CYP17A1)"
74396at40674	Rho GTPase-activating protein 25 (ARHGAP25;HEL-S-308)
191457at40674	FKSG24 (FKSG24;MPV17L2)
149089at40674	Coiled-coil domain-containing protein 42 (CCDC42)
86252at40674	Polycystic kidney disease 2-like 2 protein (PKD2L2)
171656at40674	Syntaxin-2 (STX2)
186134at40674	"Ribosomal protein S5, isoform CRA_a (RPS5)"
171169at40674	Mucosal addressin cell adhesion molecule 1 (MADCAM1)
41534at40674	"cDNA FLJ55745, highly similar to RUN and SH3 domain-containing protein 1 (RUSC1)"
157084at40674	Homeobox protein OTX2 (OTX2)
22575at40674	"cDNA FLJ78129, highly similar to Homo sapiens reversion-inducing-cysteine-rich protein with kazal motifs (RECK), mRNA (RECK)"
202148at40674	Epididymis secretory sperm binding protein Li 84p (RNASE11)
178172at40674	"cDNA FLJ32419 fis, clone SKMUS2000894, highly similar to Ribosyldihydronicotinamide dehydrogenase (NQO2)"
141009at40674	Breast cancer metastasis-suppressor 1-like protein (BRMS1L)
126592at40674	Probable UDP-sugar transporter protein SLC35A5 (SLC35A5)
100553at40674	"Putative protein MSS51 homolog, mitochondrial (MSS51)"
194942at40674	Retinol-binding protein 2 (RBP2)
101134at40674	Epididymis tissue protein Li 173 (SERPING1)
25043at40674	Apoptosis-stimulating of p53 protein 2 (TP53BP2)
196791at40674	TPM4 (HEL-S-108;TPM4)
157051at40674	Secretagogin (SCGN)
17977at40674	"cDNA FLJ13303 fis, clone OVARC1001372, highly similar to Liprin-alpha-4 (PPFIA4)"
69561at40674	N-acetylglucosamine-6-sulfatase (DKFZp686E12166;GNS)
39544at40674	"Periostin, osteoblast specific factor, isoform CRA_c (POSTN)"
132540at40674	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 (NMNAT2)
124633at40674	Urea transporter (SLC14A1;SLC14A1 JK)
8969at40674	AT-rich interactive domain-containing protein 2 isoform X2 (ARID2)
57907at40674	Polyadenylate-binding protein 4 (PABPC4)
162159at40674	LHFPL tetraspan subfamily member 4 protein (LHFPL4)
65416at40674	EGF domain-specific O-linked N-acetylglucosamine transferase (EOGT)
23803at40674	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SMARCA5)
210861at40674	Uroguanylin (GUCA2B)
135938at40674	Methenyltetrahydrofolate cyclohydrolase (MTHFD2)
92413at40674	"MADS box transcription enhancer factor 2, polypeptide C (Myocyte enhancer factor 2C), isoform CRA_a (MEF2C)"
39299at40674	gephyrin isoform X17 (GPHN)
111473at40674	Hematopoietic lineage cell-specific protein (HCLS1)
163124at40674	Kv channel-interacting protein 1 isoform 4 (KCNIP1)
105128at40674	"Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1, isoform CRA_a (C1GALT1)"
157333at40674	All-trans retinoic acid-induced differentiation factor (ATRAID)
78201at40674	Jerky protein homolog (JRK)
43081at40674	AP complex subunit beta (AP4B1)
157322at40674	Protein sprouty homolog 2 (SPRY2)
135140at40674	Protein FAM69C (FAM69C)
106148at40674	cell adhesion molecule 2 isoform 3 precursor (CADM2)
191601at40674	Uncharacterized protein C10orf62 (C10orf62)
210836at40674	Protein S100 (S100B)
142761at40674	Olfactory receptor (OR6C3)
147492at40674	Elongation of very long chain fatty acids protein 1 (ELOVL1)
72114at40674	DNA polymerase epsilon subunit 2 (POLE2)
123754at40674	Zona pellucida-binding protein 2 (ZPBP2)
167031at40674	Coiled-coil domain-containing protein 50 (CCDC50)
92744at40674	"Prickle-like 2 (Drosophila), isoform CRA_a (PRICKLE2)"
97893at40674	P2X5 (P2RX5)
8194at40674	Lysine-specific demethylase 5A (KDM5A)
63974at40674	C6orf174 protein (C6orf174;KIAA0408;SOGA3)
21260at40674	BTB/POZ domain-containing protein 7 (BTBD7)
140882at40674	"ELK4, ETS-domain protein (SRF accessory protein 1), isoform CRA_a (ELK4)"
62754at40674	"Tumor protein p73, isoform CRA_a (TP73)"
113338at40674	Uncharacterized protein DKFZp686H1812 (DKFZp686H1812;OLFML1)
35177at40674	Testicular tissue protein Li 93 (IFT88)
176485at40674	"HCG2043376, isoform CRA_b (RHOC)"
202560at40674	Tax1-binding protein 3 (TAX1BP3)
24304at40674	Lysyl oxidase homolog 3 (LOXL3)
189807at40674	CKLF-like MARVEL transmembrane domain-containing protein 2 (CMTM2)
165971at40674	Small kinetochore-associated protein (KNSTRN)
205703at40674	Proline-rich protein 23B (PRR23B)
48100at40674	Disintegrin and metalloproteinase domain-containing protein 8 (ADAM8)
187885at40674	Protein chibby homolog 3 (CBY3)
121287at40674	"Growth arrest-specific 2 like 1, isoform CRA_a (GAS2L1)"
76490at40674	"TRAF-type zinc finger domain containing 1, isoform CRA_a (TRAFD1)"
16613at40674	"cDNA FLJ42080 fis, clone SYNOV4000249, highly similar to Nephrocystin-4 (NPHP4)"
21556at40674	"cDNA FLJ50323, highly similar to Macrophage-stimulating protein receptor (MST1R)"
104522at40674	Protein AAR2 homolog (AAR2)
28813at40674	Kinesin heavy chain isoform 5A (KIF5A)
35909at40674	Exocyst complex component (EXOC6B)
197026at40674	Mitochondrial ribosomal protein S28 isoform 1 (MRPS28)
1681at40674	DMXL1 protein (DMXL1)
191220at40674	"Chromosome 6 open reading frame 130, isoform CRA_b (C6orf130;OARD1)"
55898at40674	Protein S isoform 1 (PROS1)
199605at40674	Galectin-16 (LGALS16)
92091at40674	Neuronal acetylcholine receptor subunit beta-3 (CHRNB3)
104068at40674	Serine incorporator 1 (SERINC1)
22993at40674	"Zinc finger CCCH-type containing 7B, isoform CRA_b (ZC3H7B)"
22481at40674	MTUS1 (MTUS1)
94355at40674	"Sialic acid binding Ig-like lectin 6, isoform CRA_a (SIGLEC6)"
91691at40674	Scavenger receptor class A member 3 (SCARA3)
97479at40674	"HCG23341, isoform CRA_d (KYAT3)"
75501at40674	Double-stranded RNA-binding protein Staufen homolog 2 (STAU2;STAU2 variant protein)
66230at40674	Hepatocyte growth factor-regulated tyrosine kinase substrate isoform 1 (HGS)
195468at40674	transmembrane protein 196 isoform X1 (TMEM196)
141013at40674	Olfactory receptor (OR10A5)
166097at40674	elongator complex protein 6 isoform X1 (ELP6)
174852at40674	Sesquipedalian-2 (FAM109B)
59640at40674	Cytoskeleton-associated protein 2-like (CKAP2L)
168447at40674	"THAP domain containing 6, isoform CRA_b (THAP6)"
127404at40674	DnaJ homolog subfamily B member 11 (DNAJB11)
48259at40674	Digestive organ expansion factor homolog (DIEXF)
21256at40674	Sal-like protein 1 (SALL1)
96175at40674	Segment polarity protein dishevelled homolog DVL-1 (DVL1)
90322at40674	"cDNA FLJ58886, highly similar to Regulator of G-protein signaling 11 (RGS11)"
187583at40674	Coiled-coil domain-containing protein 32 (CCDC32)
203832at40674	M-phase phosphoprotein 6 (MPHOSPH6)
96741at40674	Mitochondrial tRNA-specific 2-thiouridylase 1 (TRMU)
121858at40674	Serine/threonine-protein phosphatase (PPP6C)
106916at40674	Uncharacterized protein C7orf26 (C7orf26)
145534at40674	"Transmembrane protein 19, isoform CRA_a (TMEM19)"
78489at40674	"cDNA FLJ56604, highly similar to Angiopoietin-1 (ANGPT1)"
162951at40674	Ankyrin repeat domain-containing protein SOWAHC (SOWAHC)
179649at40674	Elongation of very long chain fatty acids protein 6 (ELOVL6)
69781at40674	"Phospholipase D family, member 5, isoform CRA_a (PLD5)"
166937at40674	Protein C3orf33 (C3orf33)
101656at40674	"UDP-glucose ceramide glucosyltransferase, isoform CRA_a (UGCG)"
28776at40674	Zinc finger protein 268 (ZNF268)
131762at40674	F-box only protein 5 (FBXO5)
197517at40674	C6orf47 (C6orf47;G4)
98233at40674	Uncharacterized protein C11orf95 (C11orf95)
198389at40674	T-cell surface glycoprotein CD3 epsilon chain (CD3E)
70026at40674	glypican-6 isoform X2 (GPC6)
50267at40674	Leucine-rich repeat and fibronectin type-III domain-containing protein 2 (LRFN2)
133093at40674	Epoxide hydrolase 4 (EPHX4)
166900at40674	uncharacterized protein C4orf22 isoform 1 (CFAP299)
66016at40674	Testis secretory sperm-binding protein Li 214e (MYCBPAP)
178683at40674	Protein EVI2A (EVI2A)
21511at40674	Lysine-specific demethylase 4A (KDM4A)
91891at40674	Serine/threonine-protein phosphatase (PPEF1)
5180at40674	Endoribonuclease Dicer (DICER1)
154414at40674	Proteasomal ubiquitin receptor ADRM1 (ADRM1)
129894at40674	"SH3-domain GRB2-like endophilin B2, isoform CRA_a (SH3GLB2)"
123330at40674	Protein FAM102B (FAM102B)
74265at40674	Peptide deformylase (COG8;COG complex subunit 8;PDF)
147137at40674	OR5AK2 (OR5AK2)
158456at40674	"Cytochrome c1, heme protein, mitochondrial (CYC1)"
65448at40674	mitoguardin 1 isoform X2 (MIGA1)
173316at40674	G-protein coupled bile acid receptor 1 (GPBAR1)
1510at40674	Protocadherin-23 (DCHS2;PCDHJ)
40606at40674	SLIT and NTRK-like protein 6 (SLITRK6)
119137at40674	"Mitochondrial ribosomal protein S27, isoform CRA_a (MRPS27)"
174337at40674	"cDNA FLJ53020, highly similar to Homo sapiens timeless-interacting protein, mRNA (TIPIN)"
100942at40674	Mothers against decapentaplegic homolog (SMAD9)
144613at40674	Dead end protein homolog 1 (DND1)
